;cole_naturaleza;cole_bilingue;cole_calendario;cole_jornada;fami_tieneautomovil;fami_estratovivienda;fami_tieneinternet;fami_tienecomputador;estu_edad_cat;desemp_ingles;avg_punt_global
32802;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;High
32803;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;High
32804;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
32805;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A1;Low
32806;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A2;Very High
32807;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
32808;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
32809;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;Very High
32810;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;B1;High
32811;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32812;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
32813;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
32814;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
32815;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32816;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A2;Very High
32817;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A1;High
32818;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;B1;Very High
32819;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;Medium
32820;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;High
32821;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;High
32822;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B+;Very High
32823;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;Very High
32824;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A-;Medium
32825;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A1;Low
32826;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A2;Very High
32827;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;B1;Very High
32828;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;Si;Si;<= 25;A2;High
32829;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;Si;Si;<= 25;B1;Very High
32830;NO OFICIAL;N;A;COMPLETA;No;Sin Estrato;Si;Si;<= 25;B1;High
32831;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;No;<= 25;A1;Very High
32832;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
32833;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
32834;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
32835;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32836;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;A2;Very High
32837;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
32838;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;High
32839;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;Very High
32840;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
32841;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
32842;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A-;Very High
32843;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A1;High
32844;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A2;Very High
32845;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
32846;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
32847;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;Medium
32848;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A2;Very High
32849;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;B1;Very High
32850;NO OFICIAL;N;A;COMPLETA;Si;Sin Estrato;Si;Si;<= 25;A2;Very High
32851;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A2;High
32852;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;B1;High
32853;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32854;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32855;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
32856;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32857;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;Medium
32858;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;High
32859;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A1;Medium
32860;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
32861;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
32862;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
32863;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32864;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;A2;High
32865;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
32866;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Low
32867;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;High
32868;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
32869;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
32870;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Medium
32871;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A2;Very High
32872;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
32873;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A1;Very High
32874;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
32875;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A1;Very High
32876;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A2;High
32877;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32878;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
32879;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
32880;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B+;High
32881;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32882;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A1;Low
32883;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A-;Medium
32884;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A1;Medium
32885;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;B+;Very High
32886;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;Medium
32887;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;Medium
32888;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;High
32889;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;Very High
32890;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;No;Si;<= 25;A-;Medium
32891;NO OFICIAL;N;A;COMPLETA;No;Sin Estrato;No;Si;<= 25;A-;Medium
32892;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;No;<= 25;A2;Medium
32893;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;Si;<= 25;A1;High
32894;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32895;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32896;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
32897;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32898;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;No;Si;<= 25;A1;Low
32899;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
32900;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
32901;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;High
32902;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A1;Low
32903;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;No;Si;<= 25;A1;High
32904;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;Medium
32905;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
32906;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A1;Medium
32907;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A2;Medium
32908;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
32909;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A1;High
32910;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
32911;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
32912;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A2;Medium
32913;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32914;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32915;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
32916;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Medium
32917;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;<= 25;A1;Medium
32918;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A-;Low
32919;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A-;Low
32920;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;Low
32921;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;Medium
32922;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;Low
32923;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;Medium
32924;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A-;Low
32925;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;Si;Si;<= 25;A-;Medium
32926;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;No;<= 25;A-;Medium
32927;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;No;<= 25;A1;Low
32928;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32929;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
32930;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
32931;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;High
32932;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;No;Si;<= 25;A1;Medium
32933;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;A-;Low
32934;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;A2;Medium
32935;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Low
32936;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
32937;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
32938;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;High
32939;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A-;Low
32940;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A1;Medium
32941;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
32942;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;<= 25;A1;High
32943;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;<= 25;A2;High
32944;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
32945;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A1;Low
32946;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32947;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32948;NO OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;>= 26;A-;Medium
32949;NO OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;<= 25;A-;Low
32950;NO OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;<= 25;A-;Low
32951;NO OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A-;Low
32952;NO OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A1;High
32953;NO OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A2;Low
32954;NO OFICIAL;N;A;NOCHE;No;Sin Estrato;Si;No;<= 25;A-;Low
32955;NO OFICIAL;N;A;NOCHE;No;Sin Estrato;Si;No;<= 25;A2;High
32956;NO OFICIAL;N;A;NOCHE;No;Sin Estrato;Si;Si;<= 25;A-;Low
32957;NO OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;No;No;<= 25;A1;Medium
32958;NO OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;No;Si;<= 25;A-;Low
32959;NO OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;No;<= 25;A-;Medium
32960;NO OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32961;NO OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A-;Low
32962;NO OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A1;Low
32963;NO OFICIAL;N;A;NOCHE;Si;Estrato 4;Si;Si;<= 25;A-;Medium
32964;NO OFICIAL;N;A;NOCHE;Si;Sin Estrato;Si;No;<= 25;A1;Low
32965;NO OFICIAL;N;A;NOCHE;Si;Sin Estrato;Si;Si;<= 25;A-;Low
32966;NO OFICIAL;N;A;NOCHE;Si;Sin Estrato;Si;Si;<= 25;A1;Medium
32967;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
32968;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32969;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
32970;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
32971;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A-;Medium
32972;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;High
32973;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32974;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
32975;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
32976;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Low
32977;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Low
32978;NO OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
32979;NO OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32980;NO OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A-;Low
32981;NO OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B1;Very High
32982;NO OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A-;Low
32983;NO OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A2;Medium
32984;NO OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;B1;Very High
32985;NO OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;Si;Si;<= 25;B+;Very High
32986;NO OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;Si;Si;<= 25;B1;Medium
32987;NO OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
32988;NO OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
32989;NO OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A1;High
32990;NO OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A2;Very High
32991;NO OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
32992;NO OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B1;High
32993;NO OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;A1;Low
32994;NO OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;A2;High
32995;NO OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
32996;NO OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
32997;NO OFICIAL;N;A;MAÑANA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;Low
32998;NO OFICIAL;N;A;MAÑANA;Si;Estrato 5 y 6;Si;Si;<= 25;A2;High
32999;NO OFICIAL;N;A;MAÑANA;Si;Estrato 5 y 6;Si;Si;<= 25;B+;Very High
33000;NO OFICIAL;N;A;MAÑANA;Si;Estrato 5 y 6;Si;Si;<= 25;B1;Very High
33001;NO OFICIAL;N;A;MAÑANA;Si;Estrato 5 y 6;Si;Si;>= 26;B1;Medium
33002;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;B1;Very High
33003;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A1;High
33004;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
33005;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
33006;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;B1;Very High
33007;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
33008;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
33009;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
33010;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
33011;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;<= 25;B1;Very High
33012;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A-;Low
33013;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;B1;Very High
33014;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A2;Medium
33015;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;B1;Very High
33016;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;High
33017;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;High
33018;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;High
33019;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B+;Very High
33020;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;Very High
33021;NO OFICIAL;N;A;COMPLETA;No;Sin Estrato;Si;No;<= 25;A1;Very High
33022;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;No;<= 25;A1;High
33023;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;Si;<= 25;A1;High
33024;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
33025;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
33026;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
33027;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
33028;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
33029;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;A2;High
33030;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;No;<= 25;B1;Very High
33031;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
33032;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
33033;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;High
33034;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
33035;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A-;Medium
33036;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A2;Medium
33037;NO OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
33038;NO OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A2;Medium
33039;NO OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A-;High
33040;NO OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
33041;NO OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
33042;NO OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A-;High
33043;NO OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A1;High
33044;NO OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A2;Very High
33045;NO OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B1;Very High
33046;NO OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
33047;NO OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
33048;NO OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;High
33049;NO OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
33050;NO OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A1;High
33051;NO OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A2;High
33052;NO OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
33053;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B+;Very High
33054;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;High
33055;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A-;Medium
33056;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
33057;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
33058;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A2;Medium
33059;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;B+;Very High
33060;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
33061;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;Very High
33062;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
33063;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A1;High
33064;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A2;High
33065;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
33066;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
33067;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;>= 26;B1;Very High
33068;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;High
33069;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A2;Very High
33070;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;B+;Very High
33071;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;B1;Very High
33072;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A-;High
